"Identificador URL";"Nome";"Categorias";"Nome da variação 1";"Valor da variação 1";"Nome da variação 2";"Valor da variação 2";"Nome da variação 3";"Valor da variação 3";"Preço";"Preço promocional";"Peso (kg)";"Altura (cm)";"Largura (cm)";"Comprimento (cm)";"Estoque";"SKU";"Código de barras";"Exibir na loja";"Frete gratis";"Descrição";"Tags";"Título para SEO";"Descrição para SEO";"Marca";"Produto Físico";"MPN (Cód. Exclusivo Modelo Fabricante)";"Sexo";"Faixa etária";"Custo"
"buque-com-12-rosas-amarelas";"Buquê com 12 Rosas Amarelas";"Buques";"";"";"";"";"";"";"169.90";"";"";"";"";"";"";"3142";"";"SIM";"NÃO";"Embalagem exclusiva Praça Das Flores no Papel Kraft e delicado laço de cetim, compõe este lindo buquê com 12 Rosas Amarelas Presente perfeito para alegrar qualquer ambiente e encantar quem o receber. Gostou? Então confira outros modelos de Buquês de Rosas e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê com 12 Rosas Amarelas";"Embalagem exclusiva Praça Das Flores no Papel Kraft e delicado laço de cetim, compõe este lindo buquê com 12 Rosas Amarelas Presente perfeito para alegrar qualq";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-12-rosas-colombianas";"Buque com 12 rosas colombianas";"Buques";"";"";"";"";"";"";"239.90";"";"";"";"";"";"";"4995";"";"SIM";"NÃO";"Lindo buquê com 12 rosas colombianas e folhagem embalado em papel celofane com delicado laço de fita Embalagem exclusiva para presente Praça Das Flores";"floricultura, buques";"Buque com 12 rosas colombianas";"Lindo buquê com 12 rosas colombianas e folhagem embalado em papel celofane com delicado laço de fita Embalagem exclusiva para presente Praça Das Flores";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-12-rosas-colombianas-mae";"Buque com 12 rosas colombianas Mãe";"Buques";"";"";"";"";"";"";"339.90";"";"";"";"";"";"";"5351";"";"SIM";"NÃO";"Lindo buquê com 12 rosas colombianas e folhagem embalado em papel celofane com delicado laço de fita, acompanhado de uma caixa de chocolate Ferrero Rocher com 12 unidades. Para encantar sua mãe com um belíssimo buquê. Embalagem exclusiva para presente Praça Das Flores";"floricultura, buques";"Buque com 12 rosas colombianas Mãe";"Lindo buquê com 12 rosas colombianas e folhagem embalado em papel celofane com delicado laço de fita, acompanhado de uma caixa de chocolate Ferrero Rocher com 1";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-12-rosas-colombianas-no-crepon";"Buquê com 12 Rosas Colombianas no Crepon";"Buques";"";"";"";"";"";"";"249.90";"";"";"";"";"";"";"2776";"";"SIM";"NÃO";"Embalado de forma especial e com extremo bom gosto e elegância, o buquê de rosas colombianas torna-se inesquecível aquele que o recebe. Considerada a rainha de todas as rosas, tem o poder único e singular de despertar emoções e transformar momentos. Com a característica especial, seu tamanho, sua cor e seu aroma totalmente diferenciado, torna cada buquê único e totalmente diferenciado. Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê com 12 Rosas Colombianas no Crepon";"Embalado de forma especial e com extremo bom gosto e elegância, o buquê de rosas colombianas torna-se inesquecível aquele que o recebe. Considerada a rainha de ";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-12-rosas-cor-de-rosa-kraft";"Buquê com 12 Rosas Cor de Rosa Kraft";"Buques";"";"";"";"";"";"";"169.90";"";"";"";"";"";"";"3014";"";"SIM";"NÃO";"Lindo buquê com 12 rosas cor de rosa embalagem especial com laço de fita. Gostou? Então confira outros modelos de Buquê de Rosas e surpreenda com um presente belíssimo e delicioso.";"floricultura, buques";"Buquê com 12 Rosas Cor de Rosa Kraft";"Lindo buquê com 12 rosas cor de rosa embalagem especial com laço de fita. Gostou? Então confira outros modelos de Buquê de Rosas e surpreenda com um presente be";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-24-colombianas";"Buquê com 24 Colombianas";"Buques";"";"";"";"";"";"";"479.90";"";"";"";"";"";"";"3219";"";"SIM";"NÃO";"Lindo buquê com 24 rosas Colombianas Importadas Embalado em delicado papel celofane e laço de fita Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê com 24 Colombianas";"Lindo buquê com 24 rosas Colombianas Importadas Embalado em delicado papel celofane e laço de fita Gostou? Então confira outros modelos de Buquês de Rosas Colom";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-24-rosas-coloridas";"Buquê com 24 Rosas Coloridas";"Buques";"";"";"";"";"";"";"299.90";"";"";"";"";"";"";"3735";"";"SIM";"NÃO";"Buquê com 24 rosas coloridas Embalagem exclusiva Praça Das Flores em papel celofane e laço de fita Gostou? Então confira outros modelos de Buquê de Flores . Praça Das Flores - Criatividade e ousadia na confecção de arranjos florais.";"floricultura, buques";"Buquê com 24 Rosas Coloridas";"Buquê com 24 rosas coloridas Embalagem exclusiva Praça Das Flores em papel celofane e laço de fita Gostou? Então confira outros modelos de Buquê de Flores . Pra";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-3-colombianas";"Buquê com 3 Colombianas";"Buques";"";"";"";"";"";"";"84.90";"";"";"";"";"";"";"4451";"";"SIM";"NÃO";"Floricultura Praça Das Flores - Maravilhoso buquê com 3 rosas colombianas. Um presente ideal para agradar em qualquer ocasião. As Rosas colombianas vermelhas são magníficas e duráveis. O presente ideal. Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê com 3 Colombianas";"Floricultura Praça Das Flores - Maravilhoso buquê com 3 rosas colombianas. Um presente ideal para agradar em qualquer ocasião. As Rosas colombianas vermelhas sã";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-4-rosas-colombianas-e-cartao-felicidades";"Buquê com 4 Rosas Colombianas e Cartão Felicidades";"Buques";"";"";"";"";"";"";"99.90";"";"";"";"";"";"";"3227";"";"SIM";"NÃO";"Lindo cartão personalizado, acompanhado de buquê com quatro rosas colombianas Buquê finamente embalado em papel celofane com laço de fita Ideal para agradar e surpreender sempre!!! Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê com 4 Rosas Colombianas e Cartão Felicidades";"Lindo cartão personalizado, acompanhado de buquê com quatro rosas colombianas Buquê finamente embalado em papel celofane com laço de fita Ideal para agradar e s";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-40-rosas-amarelas";"Buquê com 40 Rosas Amarelas";"Buques";"";"";"";"";"";"";"499.90";"";"";"";"";"";"";"2597";"";"SIM";"NÃO";"Buquê composto por 40 rosas nacionais amarelas, e com delicado acabamento em folhagem. Ideal para presentear quem você de fato quer surpreender de forma elegante e sofisticada. Gostou? Então confira outros modelos de Buquês Gigantes e Especiais e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê com 40 Rosas Amarelas";"Buquê composto por 40 rosas nacionais amarelas, e com delicado acabamento em folhagem. Ideal para presentear quem você de fato quer surpreender de forma elegant";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-40-rosas-colombianas";"Buquê com 40 Rosas Colombianas";"Buques";"";"";"";"";"";"";"859.90";"";"";"";"";"";"";"3464";"";"SIM";"NÃO";"Buquê de rosas com 40 rosas importadas vermelhas. Feito de forma artesanal pelo nosso florista e embalado em sofisticado papel celofane e laço de fita. Muito carinhoso, é símbolo de amor e carinho reunidos em um só presente. A pessoa querida vai adorar! Este presente será entregue em uma embalagem exclusiva da Praça Das Flores. Ideal para presentear em qualquer ocasião. Gostou? Então aproveite para conferir outros modelos de Buquês Gigantes e Especiais .";"floricultura, buques";"Buquê com 40 Rosas Colombianas";"Buquê de rosas com 40 rosas importadas vermelhas. Feito de forma artesanal pelo nosso florista e embalado em sofisticado papel celofane e laço de fita. Muito ca";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-6-rosas-colombianas";"Buque com 6 Rosas colombianas";"Buques";"";"";"";"";"";"";"129.90";"";"";"";"";"";"";"4996";"";"SIM";"NÃO";"Diferenciado buquê com 06 rosas vermelhas colombianas e rico acabamento em folhagem. A embalagem em tradicional papel celofane e delicado laço de fita";"floricultura, buques";"Buque com 6 Rosas colombianas";"Diferenciado buquê com 06 rosas vermelhas colombianas e rico acabamento em folhagem. A embalagem em tradicional papel celofane e delicado laço de fita";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-6-rosas-cor-de-rosa";"Buquê com 6 rosas cor de rosa";"Buques";"";"";"";"";"";"";"89.90";"";"";"";"";"";"";"5009";"";"SIM";"NÃO";"Para transformar o dia de quem você ama, o buquê com 6 rosas cor de rosa é o presente ideal, a melhor forma para demonstrar o seu sentimento e ainda alegrar o dia de quem você ama. Buquê com 6 rosas cor de rosa embalado em papel celofane e laço de fita Embalagem exclusiva Praça Das Flores";"floricultura, buques";"Buquê com 6 rosas cor de rosa";"Para transformar o dia de quem você ama, o buquê com 6 rosas cor de rosa é o presente ideal, a melhor forma para demonstrar o seu sentimento e ainda alegrar o d";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-8-rosas-colombianas";"Buquê com 8 Rosas Colombianas";"Buques";"";"";"";"";"";"";"189.90";"";"";"";"";"";"";"3471";"";"SIM";"NÃO";"Muitas pessoas quando desejam presentear alguém especial optam por enviar rosas, elas podem ser lindas declarações de amor (desde o apaixonado até o fraternal) ou parabenizações por conquistas significativas como ser promovido no trabalho, por exemplo. Lindo buquê com 8 rosas colombianas Gostou? Ent&atilde;o confira outros modelos de Buqu&ecirc;s de Rosas Colombianas e surpreenda com um presente bel&iacute;ssimo.";"floricultura, buques";"Buquê com 8 Rosas Colombianas";"Muitas pessoas quando desejam presentear alguém especial optam por enviar rosas, elas podem ser lindas declarações de amor (desde o apaixonado até o fraternal) ";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-mix-de-12-rosas-coloridas-e-chocolate";"Buquê com Mix de 12 Rosas Coloridas e Chocolate";"Buques";"";"";"";"";"";"";"229.90";"";"";"";"";"";"";"3189";"";"SIM";"NÃO";"Lindo buquê com 12 rosas coloridas embalado em papel celofane com o laço de cetim. Com caixa de Ferrero Rocher 12 unidades FOTO SOMENTE ILUSTRATIVA AS CORES DAS FLORES PODERÃO SER ALTERADAS CONFORME DISPONIBILIDADE DA ÉPOCA. Gostou? Então confira outros modelos de Flores e Chocolates e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê com Mix de 12 Rosas Coloridas e Chocolate";"Lindo buquê com 12 rosas coloridas embalado em papel celofane com o laço de cetim. Com caixa de Ferrero Rocher 12 unidades FOTO SOMENTE ILUSTRATIVA AS CORES DAS";"Praça Das Flores";"SIM";"";"";"";""
"buque-com-mix-de-astromelias-no-vaso-de-vidro";"Buquê com Mix de Astromélias no Vaso de Vidro";"Buques";"";"";"";"";"";"";"249.90";"";"";"";"";"";"";"4359";"";"SIM";"NÃO";"Floricultura Praça Das Flores - Lindo buquê de flores com Mix de astromélias coloridas e folhagem verde, em vaso de vidro. È uma incrível sugestão de presente para quem está decorando a nova casa, pois deixam qualquer ambiente muito mais alegre. Presenteie aquela pessoa querida com nosso arranjo de flores, com certeza ela vai adorar Lindo buquê montado no vaso de vidro astromélia. Dimensões aproximadas Largura:33cm x Altura:43cm Faça seu presente ainda mais especial! FOTO SOMENTE ILUSTRATIVA AS CORES DAS FLORES PODERÃO SER ALTERADAS CONFORME DISPONIBILIDADE DA ÉPOCA. Gostou? Então aproveite para conferir outros modelos de Flores do Campo .";"floricultura, buques";"Buquê com Mix de Astromélias no Vaso de Vidro";"Floricultura Praça Das Flores - Lindo buquê de flores com Mix de astromélias coloridas e folhagem verde, em vaso de vidro. È uma incrível sugestão de presente p";"Praça Das Flores";"SIM";"";"";"";""
"buque-de-astromelias-coloridas";"Buquê de Astromélias Coloridas";"Buques";"";"";"";"";"";"";"139.90";"";"";"";"";"";"";"3963";"";"SIM";"NÃO";"Lindo buquê com astromélias coloridas embaladas em papel celofane e acabamento em laço de fita. Como toda flor, este arranjo possui um significado especial, simboliza amizade duradoura, respeito e carinho. Quando quiser presentear uma pessoa especial, entregue um arranjo de astromélia para transmitir todos esses sentimentos. A tonalidade das flores poderão sofrer alteração conforme a época da estação e a disponibilidade em estoque. Gostou? Então confira outros modelos de Buquês de Flores do Campo e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê de Astromélias Coloridas";"Lindo buquê com astromélias coloridas embaladas em papel celofane e acabamento em laço de fita. Como toda flor, este arranjo possui um significado especial, sim";"Praça Das Flores";"SIM";"";"";"";""
"buque-de-colombianas-com-2-unidades-e-cartao";"Buquê de Colombianas com 2 Unidades e Cartão";"Buques";"";"";"";"";"";"";"49.90";"";"";"";"";"";"";"3319";"";"SIM";"NÃO";"Duas Rosas Colombianas Vermelhas e Cartão Te Amo Embalagem personalizada Praça Das Flores Dimensões aproximadas: Largura:15 x Altura:15 Gostou? Então confira outros modelos de Buquês de Rosas Colombianas e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê de Colombianas com 2 Unidades e Cartão";"Duas Rosas Colombianas Vermelhas e Cartão Te Amo Embalagem personalizada Praça Das Flores Dimensões aproximadas: Largura:15 x Altura:15 Gostou? Então confira ou";"Praça Das Flores";"SIM";"";"";"";""
"buque-de-rosas-colombianas-abertas-e-folhagens";"Buquê de Rosas Colombianas Abertas e Folhagens";"Buques";"";"";"";"";"";"";"134.90";"";"";"";"";"";"";"4276";"";"SIM";"NÃO";"Exuberante Buquê com 6 rosas Colombianas importadas vermelhas Acompanhado de folhagem de gardênia Embalado para presente em papel celofane e sofisticado laço de fita Embalagem exclusiva Praça Das Flores Gostou? Então confira outros modelos de Buquê de Rosas Colombianas .";"floricultura, buques";"Buquê de Rosas Colombianas Abertas e Folhagens";"Exuberante Buquê com 6 rosas Colombianas importadas vermelhas Acompanhado de folhagem de gardênia Embalado para presente em papel celofane e sofisticado laço de";"Praça Das Flores";"SIM";"";"";"";""
"buque-de-rosas-importadas-fechadas-colombianas-com-6-unidades";"Buque de Rosas Importadas Fechadas Colombianas com 6 Unidades";"Buques";"";"";"";"";"";"";"139.90";"";"";"";"";"";"";"4654";"";"SIM";"NÃO";"Lindo buquê de rosas importadas colombianas vermelhas com folhagem. Um lindo acabamento em papel Kraft e laço de fita. Gostou? Então confira outros modelos de Buquê de Rosas Colombianas .";"floricultura, buques";"Buque de Rosas Importadas Fechadas Colombianas com 6 Unidades";"Lindo buquê de rosas importadas colombianas vermelhas com folhagem. Um lindo acabamento em papel Kraft e laço de fita. Gostou? Então confira outros modelos de B";"Praça Das Flores";"SIM";"";"";"";""
"buque-de-rosas-vermelhas-6-unidades";"Buquê de Rosas Vermelhas 6 Unidades";"Buques";"";"";"";"";"";"";"99.90";"";"";"";"";"";"";"3147";"";"SIM";"NÃO";"Delicado buquê com 6 rosas vermelhas Em embalagem de papel celofane com laço de fita Dimensões aproximadas: 23 cm diâmetro x 35 cm altura Gostou? Então confira outros modelos de Buquês de Rosas e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê de Rosas Vermelhas 6 Unidades";"Delicado buquê com 6 rosas vermelhas Em embalagem de papel celofane com laço de fita Dimensões aproximadas: 23 cm diâmetro x 35 cm altura Gostou? Então confira ";"Praça Das Flores";"SIM";"";"";"";""
"buque-delicadeza-12-rosas";"Buquê Delicadeza 12 Rosas";"Buques";"";"";"";"";"";"";"169.90";"";"";"";"";"";"";"4919";"";"SIM";"NÃO";"Lindo, sofisticado e muito delicado é este buquê com 12 Rosas É composto por rosas brancas e cor de rosas, gypsofila e folhagem verde para compor a ornamentação do arranjo. Finamente embalado para presente com celofane e laço de fita. Dimensões aproximadas 30/35cm A x 30cm diâmetro";"floricultura, buques";"Buquê Delicadeza 12 Rosas";"Lindo, sofisticado e muito delicado é este buquê com 12 Rosas É composto por rosas brancas e cor de rosas, gypsofila e folhagem verde para compor a ornamentação";"Praça Das Flores";"SIM";"";"";"";""
"buque-delicadeza-com-6-rosas";"Buquê Delicadeza com 6 Rosas";"Buques";"";"";"";"";"";"";"99.90";"";"";"";"";"";"";"5205";"";"SIM";"NÃO";"Buquê de Rosas Delicadeza Rosa Com aproximadamente 25 cm de diâmetro por 30 cm de altura, este buquê é confeccionado em papel kraft, composto por seis rosas nacionais, mosquitinho e folhagens selecionadas, criando uma combinação suave, romântica e atemporal. Acompanha um delicado laço de fita corde rosa, que pode variar de acordo com a confecção, tornando cada buquê ainda mais especial e único. Perfeito para demonstrar carinho, amor e delicadeza em qualquer ocasião. Gostou? Então confira outros modelos de Buquê de Rosas e surpreenda com um presente belíssimo.";"floricultura, buques";"Buquê Delicadeza com 6 Rosas";"Buquê de Rosas Delicadeza Rosa Com aproximadamente 25 cm de diâmetro por 30 cm de altura, este buquê é confeccionado em papel kraft, composto por seis rosas nac";"Praça Das Flores";"SIM";"";"";"";""
